transcript_id,company,speaker_role,risk_type,expectations
88.0,Darden Restaurants,CEO,acquisition integration,neutral
88.0,Darden Restaurants,CFO,acquisition integration,neutral
88.0,Darden Restaurants,CFO,acquisition integration,neutral
88.0,Darden Restaurants,CFO,litigation,neutral
88.0,Darden Restaurants,CFO,competition,neutral
88.0,Darden Restaurants,CFO,economic conditions,neutral
88.0,Darden Restaurants,CFO,supply chain,neutral
88.0,Darden Restaurants,CFO,labor costs,neutral
88.0,Darden Restaurants,CFO,marketing costs,neutral
88.0,Darden Restaurants,CFO,restaurant operations,neutral
88.0,Darden Restaurants,CFO,regulatory,neutral
88.0,Darden Restaurants,CFO,growth objectives,neutral
88.0,Darden Restaurants,CFO,new concepts,neutral
88.0,Darden Restaurants,CFO,weather,neutral
88.0,Darden Restaurants,CFO,debt,neutral
88.0,Darden Restaurants,CFO,uncertainties,neutral
89.0,Exelon,CEO,economic conditions,neutral
89.0,Exelon,CEO,market turbulence,neutral
89.0,Exelon,CEO,economic conditions,neutral
89.0,Exelon,CEO,guidance,neutral
90.0,"BXP, Inc.",Doug Linde,tenant financial distress,neutral
90.0,"BXP, Inc.",Doug Linde,economic contraction,neutral
90.0,"BXP, Inc.",Doug Linde,tenant financial distress,neutral
91.0,Lilly,CEO,competitive developments,neutral
91.0,Lilly,CEO,new product launches,neutral
91.0,Lilly,CEO,regulatory and legal matters,neutral
91.0,Lilly,CEO,patent disputes,neutral
91.0,Lilly,CEO,government investigations,neutral
91.0,Lilly,CEO,"governmental actions regarding pricing, importation and reimbursement",neutral
91.0,Lilly,CEO,changes in tax law,neutral
91.0,Lilly,CEO,acquisitions,neutral
91.0,Lilly,CEO,business development transactions,neutral
91.0,Lilly,CEO,exchange rates,neutral
92.0,Honeywell,CEO,economic conditions,neutral
92.0,Honeywell,CFO,market softness,neutral
92.0,Honeywell,CEO,global flight hours,neutral
92.0,Honeywell,CEO,residential and industrial sensing end markets,neutral
92.0,Honeywell,CEO,macro trends,neutral
92.0,Honeywell,CEO,long cycle businesses,neutral
92.0,Honeywell,CEO,economic conditions,neutral
92.0,Honeywell,CEO,investments,neutral
93.0,"Franklin Resources, Inc.",CEO,market volatility,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market volatility,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
93.0,"Franklin Resources, Inc.",CEO,market performance,neutral
94.0,ICE,CFO,operational,neutral
94.0,ICE,CFO,financial,neutral
94.0,ICE,CFO,financial,neutral
94.0,ICE,CFO,operational,neutral
95.0,Nucor Corporation,CEO,economic,neutral
95.0,Nucor Corporation,CFO,economic,neutral
95.0,Nucor Corporation,COO,economic,neutral
95.0,Nucor Corporation,EVP,economic,neutral
95.0,Nucor Corporation,CEO,economic,neutral
96.0,Assurant,"Senior VP, Investor Relations",economic uncertainty,neutral
96.0,Assurant,CEO,business decline,neutral
96.0,Assurant,"CEO, Assurant Solutions",business decline,neutral
96.0,Assurant,"Interim CFO, Assurant",economic uncertainty,neutral
96.0,Assurant,"CEO, Assurant Specialty Property",business decline,neutral
96.0,Assurant,"EVP and Treasurer; President and Chief Investment Officer, Assurant Asset Management",economic uncertainty,neutral
97.0,Progress Energy,CEO,economic downturn,neutral
97.0,Progress Energy,CEO,regulatory,neutral
97.0,Progress Energy,CEO,operational,neutral
97.0,Progress Energy,CFO,operational,neutral
97.0,Progress Energy,CEO,regulatory,neutral
98.0,Noble Corporation,VP of IR and Planning,financial,neutral
98.0,Noble Corporation,"Chairman of the Board, Chief Executive Officer and President",operational,neutral
98.0,Noble Corporation,Sr. VP and CFO,financial,neutral
98.0,Noble Corporation,VP of Worldwide Marketing,market,neutral
98.0,Noble Corporation,"Chairman of the Board, Chief Executive Officer and President",financial,neutral
98.0,Noble Corporation,Sr. VP and CFO,financial,neutral
98.0,Noble Corporation,VP of Worldwide Marketing,market,neutral
98.0,Noble Corporation,"Chairman of the Board, Chief Executive Officer and President",financial,neutral
99.0,Eastman Chemical Company,Director of Investor Relations,raw material,neutral
99.0,Eastman Chemical Company,Chairman and Chief Executive Officer,raw material,neutral
99.0,Eastman Chemical Company,Chief Financial Officer,raw material,neutral
99.0,Eastman Chemical Company,"Vice President, Finance",raw material,neutral
99.0,Eastman Chemical Company,Chairman and Chief Executive Officer,raw material,neutral
99.0,Eastman Chemical Company,Chief Financial Officer,raw material,neutral
99.0,Eastman Chemical Company,"Vice President, Finance",raw material,neutral
99.0,Eastman Chemical Company,Chairman and Chief Executive Officer,raw material,neutral
100.0,Emerson,CEO,currency fluctuations,neutral
100.0,Emerson,CFO,divestiture impact,neutral
100.0,Emerson,Investor Relations,currency fluctuations,neutral
101.0,Archer-Daniels-Midland Company,CEO,operational,neutral
101.0,Archer-Daniels-Midland Company,CFO,market,neutral
101.0,Archer-Daniels-Midland Company,CEO,operational,neutral
101.0,Archer-Daniels-Midland Company,CEO,operational,neutral
102.0,KeyCorp,Chairman and Chief Executive Officer,credit uncertainty,neutral
102.0,KeyCorp,Chief Financial Officer,credit cycle,neutral
102.0,KeyCorp,Chief Financial Officer,credit costs,neutral
102.0,KeyCorp,Chief Risk Officer,credit uncertainty,neutral
103.0,Devon Energy,VP of Communications & IR,accounting,neutral
103.0,Devon Energy,Chairman & CEO,market,neutral
103.0,Devon Energy,SVP of E&P,market,neutral
103.0,Devon Energy,President,accounting,neutral
103.0,Devon Energy,VP of Communications & IR,market,neutral
104.0,Molson Coors Brewing Company,CEO,cost inflation,neutral
104.0,Molson Coors Brewing Company,CFO,cost inflation,neutral
104.0,Molson Coors Brewing Company,CEO,higher tax rate,neutral
104.0,Molson Coors Brewing Company,CFO,cost inflation,neutral
105.0,Fifth Third Bancorp,Senior VP/Investor Relations,credit,negative
105.0,Fifth Third Bancorp,President and CEO,credit,negative
105.0,Fifth Third Bancorp,Executive VP and CFO,credit,negative
105.0,Fifth Third Bancorp,Senior VP/Investor Relations,credit,negative
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
106.0,ArvinMeritor,Chip McClure,customer scheduling fluctuations,neutral
106.0,ArvinMeritor,Chip McClure,external factors,neutral
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
106.0,ArvinMeritor,Chip McClure,economic downturn,neutral
107.0,Bio-Rad Laboratory,Treasurer,forward-looking statements,neutral
107.0,Bio-Rad Laboratory,CFO,currency fluctuations,neutral
107.0,Bio-Rad Laboratory,CFO,currency fluctuations,neutral
107.0,Bio-Rad Laboratory,CFO,purchase accounting,neutral
107.0,Bio-Rad Laboratory,CFO,historical spending patterns,neutral
107.0,Bio-Rad Laboratory,CFO,research and development,neutral
107.0,Bio-Rad Laboratory,CFO,interest income,neutral
107.0,Bio-Rad Laboratory,CFO,tax rate,neutral
107.0,Bio-Rad Laboratory,CFO,minority reporting,neutral
108.0,R.R. Donnelley,CEO,economic downturn,disappointed
108.0,R.R. Donnelley,CEO,customer cost control,neutral
108.0,R.R. Donnelley,CEO,customer spending,neutral
108.0,R.R. Donnelley,CEO,customer program cancellation,neutral
108.0,R.R. Donnelley,CEO,total cost of ownership,neutral
109.0,Boston Scientific Corporation,CFO,market share,neutral
109.0,Boston Scientific Corporation,CFO,regulatory,neutral
109.0,Boston Scientific Corporation,CFO,financial performance,neutral
109.0,Boston Scientific Corporation,CFO,product performance,neutral
109.0,Boston Scientific Corporation,CFO,financial performance,neutral
110.0,Biogen Inc.,CEO,market_adoption,neutral
110.0,Biogen Inc.,CEO,regulatory,neutral
110.0,Biogen Inc.,CEO,competition,neutral
110.0,Biogen Inc.,CEO,market_adoption,neutral
110.0,Biogen Inc.,CEO,market_adoption,neutral
110.0,Biogen Inc.,CEO,market_adoption,neutral
110.0,Biogen Inc.,CEO,market_adoption,neutral
110.0,Biogen Inc.,CEO,market_adoption,neutral
111.0,MasterCard,CEO,economic downturn,neutral
111.0,MasterCard,CEO,economic downturn,neutral
111.0,MasterCard,CEO,economic downturn,neutral
111.0,MasterCard,CEO,economic downturn,neutral
111.0,MasterCard,CEO,economic downturn,neutral
111.0,MasterCard,CEO,economic downturn,neutral
111.0,MasterCard,CEO,economic downturn,neutral
112.0,Black & Decker,Vice President-Investor Relations & Treasurer,economic downturn,neutral
113.0,Albemarle Corporation,CEO,economic downturn,neutral
113.0,Albemarle Corporation,CFO,operational,neutral
113.0,Albemarle Corporation,CEO,operational,neutral
113.0,Albemarle Corporation,CFO,restructuring,neutral
113.0,Albemarle Corporation,CEO,economic downturn,neutral
113.0,Albemarle Corporation,CFO,operational,neutral
114.0,Ecolab,"Vice President, External Relations",economic slowdown,neutral
114.0,Ecolab,"Chairman of the Board, President, and CEO",increased raw material costs,neutral
114.0,Ecolab,"Vice President, External Relations",challenging end markets,neutral
114.0,Ecolab,"Chairman of the Board, President, and CEO",increased raw material costs,neutral
114.0,Ecolab,"Vice President, External Relations",economic slowdown,neutral
114.0,Ecolab,"Chairman of the Board, President, and CEO",increased raw material costs,neutral
114.0,Ecolab,"Vice President, External Relations",challenging end markets,neutral
115.0,The Boeing Company,CEO,operational,neutral
115.0,The Boeing Company,CFO,operational,neutral
115.0,The Boeing Company,CEO,market,neutral
115.0,The Boeing Company,CEO,contractual,neutral
115.0,The Boeing Company,CEO,operational,neutral
116.0,Zimmer,VP IR,market,neutral
116.0,Zimmer,CEO,market,neutral
116.0,Zimmer,EVP of Finance and CFO,market,neutral
116.0,Zimmer,VP IR,market,neutral
117.0,National Oilwell Varco,CEO,financial,neutral
117.0,National Oilwell Varco,CFO,financial,neutral
117.0,National Oilwell Varco,President,operational,neutral
117.0,National Oilwell Varco,CEO,financial,neutral
117.0,National Oilwell Varco,CFO,financial,neutral
117.0,National Oilwell Varco,CEO,financial,neutral
117.0,National Oilwell Varco,CFO,financial,neutral
117.0,National Oilwell Varco,CEO,operational,neutral
118.0,Tenet Healthcare Corporation,CEO,volume,neutral
118.0,Tenet Healthcare Corporation,CFO,volume,neutral
118.0,Tenet Healthcare Corporation,CEO,volume,neutral
118.0,Tenet Healthcare Corporation,CFO,volume,neutral
118.0,Tenet Healthcare Corporation,CEO,volume,neutral
118.0,Tenet Healthcare Corporation,CFO,volume,neutral
118.0,Tenet Healthcare Corporation,CEO,volume,neutral
118.0,Tenet Healthcare Corporation,CFO,volume,neutral
119.0,"American Electric Power Company, Inc.",CEO,regulatory,neutral
119.0,"American Electric Power Company, Inc.",CEO,economic,neutral
119.0,"American Electric Power Company, Inc.",CEO,operational,neutral
119.0,"American Electric Power Company, Inc.",CEO,economic,neutral
119.0,"American Electric Power Company, Inc.",CEO,regulatory,neutral
119.0,"American Electric Power Company, Inc.",CEO,economic,neutral
120.0,Home Depot,CEO,market conditions,neutral
121.0,"AvalonBay Communities, Inc.",CEO,economic downturn,neutral
121.0,"AvalonBay Communities, Inc.",CEO,capital markets,neutral
121.0,"AvalonBay Communities, Inc.",CEO,consumer confidence,neutral
121.0,"AvalonBay Communities, Inc.",CEO,economic weakness,neutral
122.0,Avery Dennison Corporation,CEO,economic downturn,neutral
122.0,Avery Dennison Corporation,CFO,economic downturn,neutral
122.0,Avery Dennison Corporation,CEO,cost reduction initiatives,neutral
122.0,Avery Dennison Corporation,CFO,cost reduction initiatives,neutral
122.0,Avery Dennison Corporation,CEO,economic downturn,neutral
122.0,Avery Dennison Corporation,CFO,forecast uncertainty,neutral
122.0,Avery Dennison Corporation,CEO,raw material and pricing trends,neutral
123.0,"AMETEK, Inc.",CEO,market conditions,neutral
123.0,"AMETEK, Inc.",CEO,foreign currency,neutral
123.0,"AMETEK, Inc.",CFO,operational,neutral
123.0,"AMETEK, Inc.",CEO,operational,neutral
123.0,"AMETEK, Inc.",CFO,operational,neutral
123.0,"AMETEK, Inc.",CEO,operational,neutral
123.0,"AMETEK, Inc.",CFO,operational,neutral
123.0,"AMETEK, Inc.",CEO,operational,neutral
123.0,"AMETEK, Inc.",CFO,operational,neutral
123.0,"AMETEK, Inc.",CEO,operational,neutral
123.0,"AMETEK, Inc.",CFO,operational,neutral
123.0,"AMETEK, Inc.",CEO,operational,neutral
124.0,"Becton, Dickinson and Company",Director of IR,uncertainty,neutral
124.0,"Becton, Dickinson and Company",Chief Financial Officer,uncertainty,neutral
124.0,"Becton, Dickinson and Company","Chairman, CEO and President",uncertainty,neutral
124.0,"Becton, Dickinson and Company",EVP,uncertainty,neutral
124.0,"Becton, Dickinson and Company",Chief Financial Officer and Senior Vice President,uncertainty,neutral
124.0,"Becton, Dickinson and Company","Chairman, President and CEO",uncertainty,neutral
124.0,"Becton, Dickinson and Company",EVP,uncertainty,neutral
124.0,"Becton, Dickinson and Company",Chief Financial Officer and Senior Vice President,uncertainty,neutral
125.0,"American Water Works Company, Inc.",CEO,economic downturn,neutral
125.0,"American Water Works Company, Inc.",CEO,credit scarcity,neutral
125.0,"American Water Works Company, Inc.",CEO,stock market conditions,neutral
126.0,NASDAQOMX,Vice President Investor Relations,strategic,neutral
126.0,NASDAQOMX,Chief Executive Officer,strategic,neutral
126.0,NASDAQOMX,Chief Financial Officer,operational,neutral
126.0,NASDAQOMX,President,operational,neutral
126.0,NASDAQOMX,General Counsel,regulatory,neutral
126.0,NASDAQOMX,Chief Executive Officer,strategic,neutral
126.0,NASDAQOMX,Chief Financial Officer,operational,neutral
126.0,NASDAQOMX,President,operational,neutral
126.0,NASDAQOMX,General Counsel,regulatory,neutral
126.0,NASDAQOMX,Chief Executive Officer,strategic,neutral
126.0,NASDAQOMX,Chief Financial Officer,operational,neutral
126.0,NASDAQOMX,President,operational,neutral
126.0,NASDAQOMX,General Counsel,regulatory,neutral
126.0,NASDAQOMX,Chief Executive Officer,strategic,neutral
126.0,NASDAQOMX,Chief Financial Officer,operational,neutral
126.0,NASDAQOMX,President,operational,neutral
126.0,NASDAQOMX,General Counsel,regulatory,neutral
127.0,New York Times,CEO,economic slowdown,neutral
127.0,New York Times,CFO,industry secular forces,neutral
127.0,New York Times,CEO,industry challenges,neutral
127.0,New York Times,CEO,brand strength,neutral
127.0,New York Times,CFO,cost reduction,neutral
128.0,Schlumberger Limited,"Vice President, Investor Relations",operational,neutral
129.0,Spectra Energy,CEO,financial,neutral
129.0,Spectra Energy,CEO,operational,neutral
129.0,Spectra Energy,CEO,financial,neutral
129.0,Spectra Energy,CEO,financial,neutral
129.0,Spectra Energy,CEO,financial,neutral
130.0,JDSU,CEO,market fluctuations,neutral
130.0,JDSU,CEO,market fluctuations,neutral
131.0,Hartford,CEO,market risk,neutral
131.0,Hartford,CEO,investment risk,neutral
131.0,Hartford,CEO,investment risk,neutral
131.0,Hartford,CEO,investment risk,neutral
131.0,Hartford,CEO,investment risk,neutral
132.0,Travelers,"Vice President, Investor Relations",market conditions,neutral
132.0,Travelers,"Vice President, Investor Relations",forward-looking statements,neutral
132.0,Travelers,"Vice President, Investor Relations",market conditions,neutral
132.0,Travelers,"Vice President, Investor Relations",reserve adequacy,neutral
133.0,GM,Executive Director Investor Relations and Financial Communications,industry downturn,neutral
133.0,GM,"President, Chief Operating Officer",industry downturn,neutral
133.0,GM,"Chief Financial Officer, Executive Vice President",industry downturn,neutral
133.0,GM,Treasurer,industry downturn,neutral
133.0,GM,Executive Director Investor Relations and Financial Communications,industry downturn,neutral
133.0,GM,"President, Chief Operating Officer",industry downturn,neutral
133.0,GM,"Chief Financial Officer, Executive Vice President",industry downturn,neutral
133.0,GM,Treasurer,industry downturn,neutral
133.0,GM,Executive Director Investor Relations and Financial Communications,industry downturn,neutral
133.0,GM,"President, Chief Operating Officer",industry downturn,neutral
133.0,GM,"Chief Financial Officer, Executive Vice President",industry downturn,neutral
133.0,GM,Treasurer,industry downturn,neutral
133.0,GM,Executive Director Investor Relations and Financial Communications,industry downturn,neutral
133.0,GM,"President, Chief Operating Officer",industry downturn,neutral
133.0,GM,"Chief Financial Officer, Executive Vice President",industry downturn,neutral
133.0,GM,Treasurer,industry downturn,neutral
134.0,Occidental,CEO,market price,neutral
135.0,Intuitive Surgical,CEO,execution,neutral
135.0,Intuitive Surgical,CFO,execution,neutral
135.0,Intuitive Surgical,"VP, Business Development and Strategic Planning",execution,neutral
136.0,None,CEO,economic slowdown,neutral
136.0,None,CEO,financial services,neutral
136.0,None,CEO,market disruption,neutral
136.0,None,CEO,economic slowdown,neutral
136.0,None,CEO,financial services,neutral
136.0,None,CEO,financial services,neutral
136.0,None,CEO,market disruption,neutral
137.0,Big Lots,Steve Fishman,macroeconomic,neutral
137.0,Big Lots,Steve Fishman,competitive,neutral
137.0,Big Lots,Steve Fishman,operational,neutral
137.0,Big Lots,Steve Fishman,competitive,neutral
137.0,Big Lots,Steve Fishman,macroeconomic,neutral
137.0,Big Lots,Steve Fishman,competitive,neutral
137.0,Big Lots,Steve Fishman,operational,neutral
138.0,Unum Group,CEO,market,neutral
138.0,Unum Group,CFO,operational,neutral
138.0,Unum Group,Analyst,operational,neutral
138.0,Unum Group,Analyst,market,neutral
138.0,Unum Group,Analyst,operational,neutral
139.0,Sherwin-Williams Company,CEO,sales decline,neutral
139.0,Sherwin-Williams Company,CFO,gross margin decrease,neutral
139.0,Sherwin-Williams Company,CFO,impairment charge,neutral
139.0,Sherwin-Williams Company,CFO,profit before taxes decrease,neutral
139.0,Sherwin-Williams Company,CFO,net income decrease,neutral
139.0,Sherwin-Williams Company,CFO,net income per share decrease,neutral
139.0,Sherwin-Williams Company,CFO,sales decline,neutral
139.0,Sherwin-Williams Company,CFO,sales decline,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,fuel cost,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,regulatory,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,operational,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,regulatory,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,operational,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,operational,neutral
140.0,FirstEnergy Corp,Senior Vice President and Chief Financial Officer,operational,neutral
141.0,Avery Dennison Corporation,Investor Relations,economic downturn,neutral
141.0,Avery Dennison Corporation,CEO,market conditions,neutral
141.0,Avery Dennison Corporation,CFO,market conditions,neutral
141.0,Avery Dennison Corporation,Investor Relations,market conditions,neutral
141.0,Avery Dennison Corporation,CEO,market conditions,neutral
141.0,Avery Dennison Corporation,CFO,product mix,neutral
141.0,Avery Dennison Corporation,Investor Relations,currency fluctuations,neutral
141.0,Avery Dennison Corporation,Investor Relations,product mix,neutral
142.0,Xcel Energy,Managing Director of IR,operational,neutral
143.0,Office Depot,CEO,economic downturn,neutral
143.0,Office Depot,CEO,margin compression,neutral
143.0,Office Depot,CEO,margin compression,neutral
143.0,Office Depot,CEO,sales performance,neutral
143.0,Office Depot,CEO,margin compression,neutral
143.0,Office Depot,CEO,shrink,neutral
143.0,Office Depot,CEO,legal expenses,neutral
144.0,"American Water Works Company, Inc.",CEO,regulatory,neutral
144.0,"American Water Works Company, Inc.",CFO,regulatory,neutral
144.0,"American Water Works Company, Inc.",Investor Relations,regulatory,neutral
144.0,"American Water Works Company, Inc.",CEO,operational,neutral
144.0,"American Water Works Company, Inc.",CFO,operational,neutral
144.0,"American Water Works Company, Inc.",Investor Relations,operational,neutral
144.0,"American Water Works Company, Inc.",CEO,operational,neutral
144.0,"American Water Works Company, Inc.",CFO,operational,neutral
144.0,"American Water Works Company, Inc.",Investor Relations,operational,neutral
144.0,"American Water Works Company, Inc.",CEO,operational,neutral
144.0,"American Water Works Company, Inc.",CFO,operational,neutral
144.0,"American Water Works Company, Inc.",Investor Relations,operational,neutral
144.0,"American Water Works Company, Inc.",CEO,operational,neutral
144.0,"American Water Works Company, Inc.",CFO,operational,neutral
145.0,Devon Energy,Vice President of Communication and Investor Relations,financial,neutral
145.0,Devon Energy,President,financial,neutral
145.0,Devon Energy,Vice President of Communication and Investor Relations,operational,neutral
145.0,Devon Energy,Vice President of Communication and Investor Relations,financial,neutral
145.0,Devon Energy,President,financial,neutral
145.0,Devon Energy,Vice President of Communication and Investor Relations,financial,neutral
145.0,Devon Energy,Vice President of Communication and Investor Relations,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,commodity price volatility,neutral
146.0,Archer-Daniels-Midland Company,CEO,market conditions,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,market conditions,neutral
146.0,Archer-Daniels-Midland Company,CEO,commodity price volatility,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,commodity price volatility,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
146.0,Archer-Daniels-Midland Company,CEO,operational,neutral
147.0,CenterPoint Energy,CEO,natural disaster,neutral
147.0,CenterPoint Energy,CEO,operational,neutral
147.0,CenterPoint Energy,CEO,operational,neutral
147.0,CenterPoint Energy,CEO,financial,neutral
148.0,Brown-Forman Corporation,CEO,economic downturn,neutral
148.0,Brown-Forman Corporation,CFO,market conditions,neutral
148.0,Brown-Forman Corporation,CFO,competitive landscape,neutral
148.0,Brown-Forman Corporation,CFO,brand performance,neutral
148.0,Brown-Forman Corporation,CFO,brand performance,neutral
149.0,Pulte Homes Inc.,CEO,market conditions,neutral
149.0,Pulte Homes Inc.,CEO,market conditions,neutral
149.0,Pulte Homes Inc.,CEO,economic conditions,neutral
149.0,Pulte Homes Inc.,CEO,foreclosure rates,neutral
149.0,Pulte Homes Inc.,CEO,supply and demand,neutral
149.0,Pulte Homes Inc.,CEO,uncertainty,neutral
150.0,Zions Bancorp,CEO,securities portfolio,neutral
150.0,Zions Bancorp,CEO,operational,neutral
150.0,Zions Bancorp,CEO,operational,neutral
150.0,Zions Bancorp,CFO,securities portfolio,neutral
151.0,People’s United Financial,CEO,market volatility,neutral
151.0,People’s United Financial,CEO,asset sensitivity,neutral
151.0,People’s United Financial,CEO,acquisition risk,neutral
151.0,People’s United Financial,CEO,economic outlook,neutral
152.0,Equifax,"SVP, IR",economic environment,neutral
152.0,Equifax,Chair and CEO,economic environment,neutral
152.0,Equifax,Chief Financial Officer,economic environment,neutral
152.0,Equifax,"SVP, IR",economic environment,neutral
152.0,Equifax,Chair and CEO,economic environment,neutral
152.0,Equifax,Chief Financial Officer,economic environment,neutral
152.0,Equifax,"SVP, IR",economic environment,neutral
152.0,Equifax,Chair and CEO,economic environment,neutral
152.0,Equifax,Chief Financial Officer,economic environment,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Investor Relations,macroeconomic,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Chief Executive Officer,macroeconomic,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Chief Financial Officer,macroeconomic,neutral
153.0,"Alexandria Real Estate Equities, Inc.",President,operational,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Chief Executive Officer,macroeconomic,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Chief Financial Officer,operational,neutral
153.0,"Alexandria Real Estate Equities, Inc.",President,operational,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Chief Executive Officer,macroeconomic,neutral
153.0,"Alexandria Real Estate Equities, Inc.",Chief Financial Officer,operational,neutral
153.0,"Alexandria Real Estate Equities, Inc.",President,operational,neutral
154.0,"Ryder System, Inc.",CEO,financial,neutral
154.0,"Ryder System, Inc.",CFO,financial,neutral
154.0,"Ryder System, Inc.",CEO,operational,neutral
154.0,"Ryder System, Inc.",CFO,financial,neutral
154.0,"Ryder System, Inc.",CEO,operational,neutral
155.0,Adobe Inc.,"VP, Investor Relations",forward-looking statements,neutral
155.0,Adobe Inc.,President and Chief Executive Officer,forward-looking statements,neutral
155.0,Adobe Inc.,Executive Vice President and Chief Financial Officer,forward-looking statements,neutral
156.0,None,Company Representative,financial,neutral
156.0,None,Company Representative,market,neutral
156.0,None,Company Representative,operational,neutral
157.0,None,CEO,financial,neutral
157.0,None,CFO,financial,neutral
157.0,None,CFO,financial,neutral
157.0,None,CFO,financial,neutral
157.0,None,CFO,financial,neutral
158.0,Fortune Brands,CEO,economic downturn,neutral
158.0,Fortune Brands,CEO,uncertainty,neutral
158.0,Fortune Brands,CEO,cost realignment,neutral
158.0,Fortune Brands,CEO,inventory reduction,neutral
158.0,Fortune Brands,CEO,market conditions,neutral
158.0,Fortune Brands,CEO,workforce reduction,neutral
158.0,Fortune Brands,CEO,market demand,neutral
158.0,Fortune Brands,CEO,foreign exchange,neutral
158.0,Fortune Brands,CEO,tax increase,neutral
159.0,VeriSign,Operator,economic uncertainty,neutral
159.0,VeriSign,Jim Bidzos,economic uncertainty,neutral
159.0,VeriSign,Jim Bidzos,market volatility,neutral
159.0,VeriSign,Jim Bidzos,investment write-down,neutral
160.0,Wisconsin Energy,CEO,financial,down
160.0,Wisconsin Energy,CEO,operational,neutral
160.0,Wisconsin Energy,CEO,economic,neutral
160.0,Wisconsin Energy,CEO,operational,neutral
160.0,Wisconsin Energy,CEO,financial,neutral
160.0,Wisconsin Energy,CEO,operational,neutral
161.0,APA Corporation,CEO,operational,neutral
162.0,EW Scripps Company,CEO,business,neutral
163.0,"Conagra Brands, Inc.",CEO,inflation,neutral
163.0,"Conagra Brands, Inc.",CFO,commodity volatility,neutral
163.0,"Conagra Brands, Inc.",Legal and Communications,operational,neutral
163.0,"Conagra Brands, Inc.",Commercial Operations,operational,neutral
163.0,"Conagra Brands, Inc.",Sales,inflation,neutral
163.0,"Conagra Brands, Inc.",Investor Relations,operational,neutral
163.0,"Conagra Brands, Inc.",CEO,inflation,neutral
163.0,"Conagra Brands, Inc.",Investor Relations,operational,neutral
163.0,"Conagra Brands, Inc.",CEO,inflation,neutral
164.0,"Autodesk, Inc.",VP of Finance & Investor Relations,financial performance,neutral
164.0,"Autodesk, Inc.","President, Chief Executive Officer & Director",financial performance,neutral
164.0,"Autodesk, Inc.",Chief Financial Officer & Senior Vice President,financial performance,neutral
164.0,"Autodesk, Inc.",VP of Finance & Investor Relations,financial performance,neutral
164.0,"Autodesk, Inc.","President, Chief Executive Officer & Director",financial performance,neutral
164.0,"Autodesk, Inc.",Chief Financial Officer & Senior Vice President,financial performance,neutral
164.0,"Autodesk, Inc.",VP of Finance & Investor Relations,financial performance,neutral
164.0,"Autodesk, Inc.","President, Chief Executive Officer & Director",financial performance,neutral
164.0,"Autodesk, Inc.",Chief Financial Officer & Senior Vice President,financial performance,neutral
164.0,"Autodesk, Inc.",VP of Finance & Investor Relations,financial performance,neutral
164.0,"Autodesk, Inc.","President, Chief Executive Officer & Director",financial performance,neutral
164.0,"Autodesk, Inc.",Chief Financial Officer & Senior Vice President,financial performance,neutral
165.0,Arch Capital Group Ltd.,CEO,economic conditions,neutral
165.0,Arch Capital Group Ltd.,CEO,cat losses,neutral
165.0,Arch Capital Group Ltd.,CEO,investment performance,neutral
165.0,Arch Capital Group Ltd.,CEO,cat losses,neutral
